Price,0
vol_20,87
hl_range,77
ret_1d,60
logret_1d,59
volume,3
volume_lag1,3
open,0
high,0
low,0
close,0
adj_close,0
adj_close_lag1,0
ma_5,0
ma_20,0
ma_60,0
close_pos_range,0
