date,adj_close,close,high,low,open,volume,ret_1d,logret_1d,adj_close_lag1,volume_lag1,ma_5,ma_20,ma_60,vol_20,hl_range,close_pos_range,target_adj_close_tplus1
1990-04-10,342.07000732421875,342.07000732421875,342.4100036621094,340.6199951171875,341.3699951171875,136020000,0.0020505967631716526,0.002048497159433005,341.3699951171875,114970000.0,341.0679992675781,340.2070022583008,334.8231679280599,0.00662295577885561,0.005255148172690324,0.8100588185150456,341.9200134277344
1990-04-11,341.9200134277344,341.9200134277344,343.0,341.260009765625,342.07000732421875,141080000,-0.0004384888861133085,-0.00043858505047733587,342.07000732421875,136020000.0,341.2340026855469,340.4595031738281,334.8426681518555,0.006616846316591085,0.005098722922647787,0.37931457836396804,344.3399963378906
1990-04-12,344.3399963378906,344.3399963378906,344.7900085449219,341.9100036621094,341.9200134277344,142470000,0.007077628729292629,0.00705269987076651,341.9200134277344,141080000.0,341.95599975585935,340.7730026245117,334.95833485921224,0.006740107793461845,0.00842328347215792,0.843746026363752,344.739990234375
1990-04-16,344.739990234375,344.739990234375,347.29998779296875,344.1000061035156,344.3399963378906,142810000,0.001161624849678633,0.0011609506855663199,344.3399963378906,142470000.0,342.88800048828125,340.914501953125,335.06750132242837,0.006284568871853167,0.009299568825030692,0.19999618528090637,344.67999267578125
1990-04-17,344.67999267578125,344.67999267578125,345.19000244140625,342.05999755859375,344.739990234375,127990000,-0.0001740371302817456,-0.00017405227649991417,344.739990234375,142810000.0,343.55,340.97200164794924,335.15966796875,0.006202486806057818,0.009150455783057008,0.8370578370578371,340.7200012207031
1990-04-18,340.7200012207031,340.7200012207031,345.3299865722656,340.1099853515625,344.67999267578125,147130000,-0.01148889270983311,-0.011555399924562337,344.67999267578125,127990000.0,343.2799987792969,340.92950134277345,335.3320012410482,0.006617291976416119,0.015347979905110257,0.11686125028500605,338.0899963378906
1990-04-19,338.0899963378906,338.0899963378906,340.7200012207031,337.5899963378906,340.7200012207031,152930000,-0.007718962413095665,-0.0077489078012131785,340.7200012207031,147130000.0,342.5139953613281,340.84700164794924,335.44000142415365,0.006736758113767209,0.009271616211280467,0.15974415974415973,335.1199951171875
1990-04-20,335.1199951171875,335.1199951171875,338.5199890136719,333.4100036621094,338.0899963378906,174260000,-0.008784646848097988,-0.00882345932802231,338.0899963378906,152930000.0,340.6699951171875,340.8185012817383,335.521001180013,0.006478178438169224,0.015326430807220641,0.3346372518573374,331.04998779296875
1990-04-23,331.04998779296875,331.04998779296875,335.1199951171875,330.0899963378906,335.1199951171875,136150000,-0.01214492535068079,-0.012219277571262843,335.1199951171875,174260000.0,337.93199462890624,340.51000061035154,335.6038345336914,0.006917161427397494,0.015238264822021471,0.19085321830084392,330.3599853515625
1990-04-24,330.3599853515625,330.3599853515625,332.9700012207031,329.7099914550781,331.04998779296875,137360000,-0.002084284751092569,-0.0020864598954934976,331.04998779296875,136150000.0,335.0679931640625,340.14649963378906,335.6798344930013,0.006902823455273165,0.009887506748697258,0.19938403355051298,332.0299987792969
1990-04-25,332.0299987792969,332.0299987792969,332.739990234375,330.3599853515625,330.3599853515625,133480000,0.005055132285337605,0.0050423980017546555,330.3599853515625,137360000.0,333.3299926757812,339.6729995727539,335.7936676025391,0.006427784921802415,0.007204277116914588,0.7016848745960917,332.9200134277344
1990-04-26,332.9200134277344,332.9200134277344,333.760009765625,330.6700134277344,332.0299987792969,141330000,0.0026805248071246623,0.0026769386076725965,332.0299987792969,133480000.0,332.29599609375,339.2190002441406,335.95933430989584,0.006461943105709994,0.009344652409995206,0.7281562027791769,329.1099853515625
1990-04-27,329.1099853515625,329.1099853515625,333.57000732421875,328.7099914550781,332.9200134277344,130630000,-0.011444274668092058,-0.011510264331761277,332.9200134277344,141330000.0,331.093994140625,338.63499908447267,335.95983428955077,0.0068391046887225065,0.014785117567090443,0.08230300214124694,330.79998779296875
1990-04-30,330.79998779296875,330.79998779296875,331.30999755859375,327.760009765625,329.1099853515625,122750000,0.005135068872495374,0.005121929368641531,329.1099853515625,130630000.0,331.043994140625,338.1779983520508,335.9933339436849,0.007005112064623865,0.010831058357324553,0.8563347832814676,332.25
1990-05-01,332.25,332.25,332.8299865722656,330.79998779296875,330.79998779296875,149020000,0.004383350243467143,0.004373771345364652,330.79998779296875,122750000.0,331.4219970703125,337.8554977416992,336.01550038655597,0.007096308251304094,0.006136634988533767,0.7142921571280386,334.4800109863281
1990-05-02,334.4800109863281,334.4800109863281,334.4800109863281,332.1499938964844,332.25,141610000,0.006711846459979354,0.0066894223009486,332.25,149020000.0,331.91199951171876,337.3974975585937,336.05933380126953,0.006381978916311054,0.007014954486405643,1.0,335.57000732421875
1990-05-03,335.57000732421875,335.57000732421875,337.0199890136719,334.4700012207031,334.4800109863281,145560000,0.003258778707512011,0.0032534803957426917,334.4800109863281,141610000.0,332.44199829101564,337.12149810791016,336.1578338623047,0.006291844489229735,0.007623965628194312,0.431377007587544,338.3900146484375
1990-05-04,338.3900146484375,338.3900146484375,338.4599914550781,335.1700134277344,335.5799865722656,140550000,0.00840363340783945,0.008368519466587898,335.57000732421875,145560000.0,334.2980041503906,337.00449829101564,336.23516743977865,0.006617407760657924,0.009815848362142034,0.978730311856483,340.5299987792969
1990-05-07,340.5299987792969,340.5299987792969,341.07000732421875,338.1099853515625,338.3900146484375,132760000,0.006324016780112851,0.006304104094008167,338.3900146484375,140550000.0,336.24400634765624,337.02699890136716,336.3613342285156,0.006768323982870024,0.00875461270266377,0.817566035012475,342.010009765625
1990-05-08,342.010009765625,342.010009765625,342.0299987792969,340.1700134277344,340.5299987792969,144230000,0.004346198548244029,0.004336781104194998,340.5299987792969,132760000.0,338.1960083007813,337.0589996337891,336.5011678059896,0.006785353055631067,0.005467811030197213,0.9892531338189933,342.8599853515625
1990-05-09,342.8599853515625,342.8599853515625,343.0799865722656,340.8999938964844,342.010009765625,152220000,0.002485235992127688,0.0024821529002432285,342.010009765625,144230000.0,339.87200317382815,337.09849853515624,336.7141677856445,0.006792617578492594,0.00639481582520419,0.8990816697930957,343.82000732421875
1990-05-10,343.82000732421875,343.82000732421875,344.9800109863281,342.7699890136719,342.8699951171875,158460000,0.0028000408728707793,0.0027961280607469163,342.8599853515625,152220000.0,341.5220031738281,337.1934982299805,336.92750142415366,0.0068171998410303854,0.006447536375677568,0.47511668369742327,352.0
1990-05-11,352.0,352.0,352.30999755859375,343.82000732421875,343.82000732421875,234040000,0.0237914970086881,0.02351288968226939,343.82000732421875,158460000.0,344.24400024414064,337.5764984130859,337.2606679280599,0.008471180967989827,0.024693124464886147,0.9634867002156722,354.75
1990-05-14,354.75,354.75,358.4100036621094,351.95001220703125,352.0,225410000,0.0078125,0.007782140442055052,352.0,234040000.0,347.08800048828124,338.0769989013672,337.5916676839193,0.008602054289401521,0.01835485503912441,0.4334352161979583,354.2799987792969
1990-05-15,354.2799987792969,354.2799987792969,355.0899963378906,352.8399963378906,354.75,165730000,-0.0013248801147375255,-0.0013257585443584574,354.75,225410000.0,349.5419982910156,338.55699920654297,337.9510009765625,0.00861720724059857,0.006376828090218348,0.6400010850694444,354.0
1990-05-16,354.0,354.0,354.67999267578125,351.95001220703125,354.2699890136719,159810000,-0.000790331885123785,-0.0007906443620191439,354.2799987792969,165730000.0,351.77000122070314,339.2209991455078,338.38450113932294,0.008087029272719952,0.0077567278706162255,0.7509166517617599,354.4700012207031
1990-05-17,354.4700012207031,354.4700012207031,356.9200134277344,354.0,354.0,164770000,0.0013276870641332206,0.001326806467015551,354.0,159810000.0,353.9,340.0399993896484,338.83116760253904,0.007764614149000525,0.008248625502074506,0.16095858198426052,354.6400146484375
1990-05-18,354.6400146484375,354.6400146484375,354.6400146484375,352.5199890136719,354.4700012207031,162520000,0.0004796271254234874,0.00047951214109875906,354.4700012207031,164770000.0,354.4280029296875,341.01600036621096,339.3135009765625,0.007325265626300805,0.006013916092240101,1.0,358.0
1990-05-21,358.0,358.0,359.07000732421875,353.7799987792969,354.6400146484375,166280000,0.009474354874740687,0.009429754658811795,354.6400146484375,162520000.0,355.0780029296875,342.3635009765625,339.8776677449544,0.006541934559372214,0.014952819727443126,0.7977305111830302,358.42999267578125
1990-05-22,358.42999267578125,358.42999267578125,360.5,356.0899963378906,358.0,203350000,0.0012010968597242488,0.0012003761199519403,358.0,166280000.0,355.9080017089844,343.7670013427734,340.37366739908856,0.0064234959683132295,0.012384519945695867,0.5306109738628578,359.2900085449219
1990-05-23,359.2900085449219,359.2900085449219,359.2900085449219,356.989990234375,358.42999267578125,172330000,0.0023993970558109368,0.002396523098952663,358.42999267578125,203350000.0,356.96600341796875,345.1300018310547,340.85750071207684,0.00642982134072689,0.006442808967940086,1.0,358.4100036621094
1990-05-24,358.4100036621094,358.4100036621094,359.55999755859375,357.8699951171875,359.2900085449219,155140000,-0.0024492884908667856,-0.0024522929047092745,359.2900085449219,172330000.0,357.75400390625,346.4045013427734,341.29950052897135,0.006583526944278805,0.004722392110165158,0.3195312217848243,354.5799865722656
1990-05-25,354.5799865722656,354.5799865722656,358.4100036621094,354.32000732421875,358.4100036621094,120250000,-0.01068613334089441,-0.01074364011406903,358.4100036621094,155140000.0,357.74199829101565,347.6780014038086,341.6635004679362,0.006491971358183435,0.011543227176974216,0.0635646652390297,360.6499938964844
1990-05-29,360.6499938964844,360.6499938964844,360.6499938964844,354.54998779296875,354.5799865722656,137410000,0.01711886613482516,0.016973989425201452,354.5799865722656,120250000.0,358.2719970703125,349.1705017089844,342.08200022379555,0.00713508443047398,0.01720492543657224,1.0,360.8599853515625
1990-05-30,360.8599853515625,360.8599853515625,362.260009765625,360.0,360.6499938964844,199540000,0.0005822583075889565,0.0005820888609919805,360.6499938964844,137410000.0,358.75799560546875,350.6010009765625,342.5340001424154,0.007183779767699318,0.006277804904513889,0.38052284757480825,361.2300109863281
1990-05-31,361.2300109863281,361.2300109863281,361.8399963378906,360.2300109863281,360.8599853515625,165690000,0.0010253994618028006,0.001024874098881412,360.8599853515625,199540000.0,359.14599609375,351.9385009765625,342.9223337809245,0.007189229056103325,0.004469325993007296,0.6211236636591099,363.1600036621094
1990-06-01,363.1600036621094,363.1600036621094,363.5199890136719,361.2099914550781,361.260009765625,187860000,0.005342835913636934,0.005328613601665921,361.2300109863281,165690000.0,360.09599609375,353.31800079345703,343.35916697184246,0.0071951860298439555,0.006395165176046999,0.8441620207678283,367.3999938964844
1990-06-04,367.3999938964844,367.3999938964844,367.8500061035156,362.42999267578125,363.1600036621094,175520000,0.011675267627544006,0.011607637580731911,363.1600036621094,187860000.0,362.6599975585938,354.76849975585935,343.8113337198893,0.007334958323066662,0.014954649276454757,0.9169721232186393,366.6400146484375
1990-06-05,366.6400146484375,366.6400146484375,368.7799987792969,365.489990234375,367.3999938964844,199720000,-0.002068533643636905,-0.0020706760142417124,367.3999938964844,175520000.0,363.8580017089844,356.0740005493164,344.28983408610026,0.0074415407781216756,0.009001637891128334,0.34955058576901316,364.9599914550781
1990-06-06,364.9599914550781,364.9599914550781,366.6400146484375,364.4200134277344,366.6400146484375,164030000,-0.0045822145053379115,-0.00459274503129059,366.6400146484375,199720000.0,364.6780029296875,357.22149963378905,344.728000386556,0.007665444532448901,0.006091875141054398,0.24323321190459826,363.1499938964844
1990-06-07,363.1499938964844,363.1499938964844,365.9200134277344,361.6000061035156,365.9200134277344,160360000,-0.004959441037296619,-0.004971779877737781,364.9599914550781,164030000.0,365.06199951171874,358.23600006103516,345.1805002848307,0.00788273535090568,0.01194692270824259,0.3587928622896622,358.7099914550781
1990-06-08,358.7099914550781,358.7099914550781,363.489990234375,357.67999267578125,363.1499938964844,142600000,-0.012226359675148069,-0.012301716466684987,363.1499938964844,160360000.0,364.1719970703125,358.9804992675781,345.5445002237956,0.00858251805612445,0.01624356317816249,0.17728041516529924,361.6300048828125
1990-06-11,361.6300048828125,361.6300048828125,361.6300048828125,357.70001220703125,358.7099914550781,119550000,0.008140318076699238,0.008107364402307304,358.7099914550781,142600000.0,363.01799926757815,359.4619995117188,345.93716684977215,0.007129821603042992,0.010986839646811727,1.0,366.25
1990-06-12,366.25,366.25,367.2699890136719,361.1499938964844,361.6300048828125,157100000,0.012775475084498611,0.01269455715062584,361.6300048828125,119550000.0,362.93999633789065,360.03699951171876,346.34283345540365,0.0074409161238634695,0.01694585413433971,0.8333349955121173,364.8999938964844
1990-06-13,364.8999938964844,364.8999938964844,367.0899963378906,364.510009765625,366.25,158910000,-0.0036860234908276945,-0.0036928336154185004,366.25,157100000.0,362.92799682617186,360.5679992675781,346.6990000406901,0.0075083402658237776,0.00707795808933895,0.15115742657408832,362.8999938964844
1990-06-14,362.8999938964844,362.8999938964844,364.8999938964844,361.6400146484375,364.8999938964844,135770000,-0.005480953777618813,-0.005496029315560591,364.8999938964844,158910000.0,362.87799682617185,361.0129989624023,347.0544998168945,0.007655408137081632,0.009014431799578405,0.38649916216545127,362.9100036621094
1990-06-15,362.9100036621094,362.9100036621094,363.1400146484375,360.7099914550781,362.8900146484375,205130000,2.7582710921292275e-05,2.7582330525355303e-05,362.8999938964844,135770000.0,363.71799926757814,361.4349990844727,347.4406667073568,0.007660157243241633,0.00673677816230384,0.9053461765481557,356.8800048828125
1990-06-18,356.8800048828125,356.8800048828125,362.9100036621094,356.8800048828125,362.9100036621094,133470000,-0.01661568630913568,-0.01675527522886977,362.9100036621094,205130000.0,362.76799926757815,361.54699859619143,347.79383341471356,0.008648379970871495,0.016896432125069392,0.0,358.4700012207031
1990-06-19,358.4700012207031,358.4700012207031,358.8999938964844,356.17999267578125,356.8800048828125,134930000,0.0044552687629915155,0.004445373433132893,356.8800048828125,133470000.0,361.2119995117188,361.57049865722655,348.1480000813802,0.008441227984166523,0.0076365918261418215,0.841914528380213,359.1000061035156
1990-06-20,359.1000061035156,359.1000061035156,359.9100036621094,357.0,358.4700012207031,137420000,0.0017574828595618985,0.001755940293652003,358.4700012207031,134930000.0,360.052001953125,361.60399932861327,348.5058334350586,0.008446071553629439,0.008151270762211135,0.721650673797913,360.4700012207031
1990-06-21,360.4700012207031,360.4700012207031,360.8800048828125,357.6300048828125,359.1000061035156,138570000,0.0038150796265723486,0.003807820666775541,359.1000061035156,137420000.0,359.5660034179688,361.66299896240236,348.82200012207034,0.008472181688306804,0.009087604383376482,0.8738450270432693,355.42999267578125
1990-06-22,355.42999267578125,355.42999267578125,363.20001220703125,355.30999755859375,360.5199890136719,172570000,-0.013981769711361003,-0.014080435413872827,360.4700012207031,138570000.0,358.07000122070315,361.5139984130859,349.04583333333335,0.009041065150316023,0.02220600237159487,0.015208478378587452,352.30999755859375
1990-06-25,352.30999755859375,352.30999755859375,356.4100036621094,351.9100036621094,355.4200134277344,133100000,-0.008778086209605629,-0.008816840567769546,355.42999267578125,172570000.0,357.1559997558594,361.40049896240237,349.23783315022786,0.008934882291027521,0.01278736027157878,0.08888753255208333,352.05999755859375
1990-06-26,352.05999755859375,352.05999755859375,356.0899963378906,351.8500061035156,352.32000732421875,141420000,-0.0007096023437666021,-0.0007098542306769318,352.30999755859375,133100000.0,355.8739990234375,360.9709991455078,349.43983306884763,0.007954490750463403,0.012050561775825516,0.04952640064490125,355.1400146484375
1990-06-27,355.1400146484375,355.1400146484375,355.8900146484375,351.2300109863281,352.05999755859375,146620000,0.008748557379999244,0.008710510494430501,352.05999755859375,141420000.0,355.0820007324219,360.68500061035155,349.71383310953775,0.00825268628275083,0.01326766938002564,0.839055920470992,357.6300048828125
1990-06-28,357.6300048828125,357.6300048828125,357.6300048828125,355.1600036621094,355.1600036621094,136120000,0.00701129169248893,0.006986826873646379,355.1400146484375,146620000.0,354.5140014648438,360.50500030517577,349.946999613444,0.008427848202155603,0.006954615371197665,1.0,358.0199890136719
1990-06-29,358.0199890136719,358.0199890136719,359.0899963378906,357.29998779296875,357.6400146484375,145510000,0.0010904681529368965,0.0010898740244202898,357.6300048828125,136120000.0,355.03200073242186,360.2479995727539,350.22916615804036,0.008326222792169468,0.005009819776313746,0.40223339868723895,359.5400085449219
1990-07-02,359.5400085449219,359.5400085449219,359.5799865722656,357.5400085449219,358.0199890136719,130200000,0.004245627556823228,0.004236640308839412,358.0199890136719,145510000.0,356.4780029296875,359.8550003051758,350.5426661173503,0.0079046351831311,0.005705593719835256,0.9804027166920982,360.1600036621094
1990-07-03,360.1600036621094,360.1600036621094,360.7300109863281,359.44000244140625,359.5400085449219,130050000,0.0017244120332995383,0.0017229269418974624,359.5400085449219,130200000.0,358.09800415039064,359.5309997558594,350.87733306884763,0.007925133329300465,0.003588939840195345,0.5581367840836507,355.67999267578125
1990-07-05,355.67999267578125,355.67999267578125,360.1600036621094,354.8599853515625,360.1600036621094,128320000,-0.01243894641485821,-0.012516957702700893,360.1600036621094,130050000.0,358.20599975585935,359.0669998168945,351.11583302815757,0.00830870742923546,0.014935519724198,0.15471782853786759,358.4200134277344
1990-07-06,358.4200134277344,358.4200134277344,359.0199890136719,354.6400146484375,355.69000244140625,111730000,0.0077036122592668566,0.007674090955199553,355.67999267578125,128320000.0,358.36400146484374,358.830500793457,351.3883331298828,0.008492740024574862,0.012350479879086235,0.863018470907102,359.5199890136719
1990-07-09,359.5199890136719,359.5199890136719,360.04998779296875,358.1099853515625,358.4200134277344,119390000,0.003068956935238898,0.003064257299768336,358.4200134277344,111730000.0,358.66400146484375,358.8710006713867,351.6816660563151,0.008068141624454402,0.005417336909781271,0.726805096743747,356.489990234375
1990-07-10,356.489990234375,356.489990234375,359.739990234375,356.4100036621094,359.5199890136719,147630000,-0.008427900734002458,-0.008463616302477384,359.5199890136719,119390000.0,358.0539978027344,358.61399993896487,351.88416595458983,0.0080547942538059,0.009343134418366613,0.024020088528826856,361.2300109863281
1990-07-11,361.2300109863281,361.2300109863281,361.2300109863281,356.489990234375,356.489990234375,162220000,0.013296364222840529,0.01320874340968281,356.489990234375,147630000.0,358.26799926757815,358.3630004882813,352.15899963378905,0.008100540856293626,0.013296364222840562,1.0,365.44000244140625
1990-07-12,365.44000244140625,365.44000244140625,365.4599914550781,360.57000732421875,361.2300109863281,213180000,0.011654600467948084,0.01158720872242025,361.2300109863281,162220000.0,360.2200012207031,358.39000091552737,352.5049997965495,0.008512520991234307,0.013561816100978083,0.995912253877118,367.30999755859375
1990-07-13,367.30999755859375,367.30999755859375,369.67999267578125,365.45001220703125,365.45001220703125,215600000,0.00511710569366941,0.00510405780102996,365.44000244140625,213180000.0,361.997998046875,358.6105010986328,352.948166402181,0.008477390075209588,0.01157471699947207,0.439714879372042,368.95001220703125
1990-07-16,368.95001220703125,368.95001220703125,369.7799987792969,367.30999755859375,367.30999755859375,149430000,0.004464933324271669,0.00445499508089231,367.30999755859375,215600000.0,363.8840026855469,358.9125015258789,353.4625,0.008519250684669646,0.006724568449322176,0.6639732137341389,367.5199890136719
1990-07-17,367.5199890136719,367.5199890136719,369.3999938964844,364.989990234375,368.95001220703125,176790000,-0.003875926673115093,-0.0038834575425994444,368.95001220703125,149430000.0,366.0900024414062,359.4445007324219,354.0024998982747,0.007552574433111268,0.012082533165574024,0.5736953919187305,364.2200012207031
1990-07-18,364.2200012207031,364.2200012207031,367.5199890136719,362.95001220703125,367.5199890136719,168760000,-0.008979070231867059,-0.009019625028416911,367.5199890136719,176790000.0,366.68800048828126,359.73200073242185,354.5553334554036,0.007866888723437103,0.012591201688770995,0.27789834990550855,365.32000732421875
1990-07-19,365.32000732421875,365.32000732421875,365.32000732421875,361.2900085449219,364.2200012207031,161990000,0.003020169402638162,0.0030156178530260647,364.2200012207031,168760000.0,366.66400146484375,360.04300079345705,355.13800048828125,0.007880013266858393,0.011154470602515417,1.0,361.6099853515625
1990-07-20,361.6099853515625,361.6099853515625,366.6400146484375,361.5799865722656,365.32000732421875,177810000,-0.01015554006973296,-0.010207459378304584,365.32000732421875,161990000.0,365.5239990234375,360.1,355.6310002644857,0.00821979969923547,0.013994215012120352,0.005928579613647192,355.30999755859375
1990-07-23,355.30999755859375,355.30999755859375,361.6099853515625,350.0899963378906,361.6099853515625,209030000,-0.0174220515145449,-0.01757560150485382,361.6099853515625,177810000.0,362.79599609375,360.0940002441406,356.00416666666666,0.00856821830118791,0.032905793179400976,0.4531255380980007,355.7900085449219
1990-07-24,355.7900085449219,355.7900085449219,356.0899963378906,351.4599914550781,355.30999755859375,181920000,0.0013509639177800015,0.0013500521870772886,355.30999755859375,209030000.0,360.45,360.268000793457,356.4488337198893,0.008316546310028929,0.013173632832698354,0.9352078884231063,357.0899963378906
1990-07-25,357.0899963378906,357.0899963378906,357.5199890136719,354.79998779296875,355.7900085449219,163530000,0.003653806351351152,0.003647147416301344,355.7900085449219,181920000.0,359.0239990234375,360.5195007324219,356.8870005289713,0.008340452874382016,0.007666294572395215,0.841914528380213,355.9100036621094
1990-07-26,355.9100036621094,355.9100036621094,357.4700012207031,353.95001220703125,357.0899963378906,155040000,-0.0033044685874221713,-0.0033099404013618994,357.0899963378906,163530000.0,357.1419982910156,360.5580001831055,357.28133392333984,0.008164785005878712,0.009944876090618624,0.5568174921755114,353.44000244140625
1990-07-27,353.44000244140625,353.44000244140625,355.94000244140625,352.1400146484375,355.8999938964844,149070000,-0.006939960089034414,-0.006964153611749957,355.9100036621094,155040000.0,355.50800170898435,360.34850006103517,357.5973337809245,0.008142107057752767,0.010791127491610136,0.34210314974541833,355.54998779296875
1990-07-30,355.54998779296875,355.54998779296875,355.54998779296875,351.1499938964844,353.44000244140625,146470000,0.005969854393921725,0.005952105417352804,353.44000244140625,149070000.0,355.5559997558594,360.225,357.9303334554036,0.008266521399587501,0.012530240560908143,1.0,356.1499938964844
1990-07-31,356.1499938964844,356.1499938964844,357.5400085449219,353.9100036621094,355.54998779296875,175380000,0.0016875435919434523,0.0016861212901622125,355.54998779296875,146470000.0,355.62799682617185,360.0554992675781,358.22633310953773,0.008211593394025416,0.010256858651212912,0.6170763695060026,355.5199890136719
1990-08-01,355.5199890136719,355.5199890136719,357.3500061035156,353.82000732421875,356.1499938964844,178260000,-0.0017689313312064803,-0.0017704977377501763,356.1499938964844,175380000.0,355.3139953613281,359.82349853515626,358.4761662801107,0.008199555662341684,0.009976820717383013,0.4815813816773435,351.4800109863281
1990-08-02,351.4800109863281,351.4800109863281,355.5199890136719,349.7300109863281,355.5199890136719,253090000,-0.011363574910518981,-0.011428633664150034,355.5199890136719,178260000.0,354.42799682617186,359.6134994506836,358.6339996337891,0.0081198683653893,0.01655556528024155,0.3022463974363029,344.8599853515625
1990-08-03,344.8599853515625,344.8599853515625,351.4800109863281,338.20001220703125,351.4800109863281,295880000,-0.01883471442995699,-0.01901434678946856,351.4800109863281,253090000.0,352.7119934082031,358.935498046875,358.6673329671224,0.008849772416332375,0.039266701064361406,0.5015040479456934,334.42999267578125
1990-08-06,334.42999267578125,334.42999267578125,344.8599853515625,333.2699890136719,344.8599853515625,240400000,-0.03024413709566376,-0.030710926890868073,344.8599853515625,295880000.0,348.4879943847656,357.68099822998045,358.5108327229818,0.01084465264785372,0.034776597713438766,0.10008662887295573,334.8299865722656
1990-08-07,334.8299865722656,334.8299865722656,338.6300048828125,332.2200012207031,334.42999267578125,231580000,0.001196046722018007,0.0011953320279518564,334.42999267578125,240400000.0,344.2239929199219,356.597998046875,358.2246658325195,0.010832527892110005,0.01929445439334349,0.40717376918059633,338.3500061035156
1990-08-08,338.3500061035156,338.3500061035156,339.2099914550781,334.8299865722656,334.8299865722656,190400000,0.010512856292488326,0.010457980484701146,334.8299865722656,231580000.0,340.7899963378906,355.45399780273436,357.9513326009115,0.010629667988882178,0.01308128022717336,0.8036565313118363,339.94000244140625
1990-08-09,339.94000244140625,339.94000244140625,340.55999755859375,337.55999755859375,338.3500061035156,155810000,0.004699264989533214,0.004688257913786131,338.3500061035156,190400000.0,338.48199462890625,354.1789978027344,357.7123326619466,0.010226387328958308,0.008887308987135713,0.7933349609375,335.5199890136719
1990-08-10,335.5199890136719,335.5199890136719,339.8999938964844,334.2200012207031,339.8999938964844,145340000,-0.013002333929488685,-0.013087604221652782,339.94000244140625,155810000.0,336.61399536132814,352.5894973754883,357.4043324788411,0.010218925694217059,0.01699477187192771,0.2288713854353596,338.8399963378906
1990-08-13,338.8399963378906,338.8399963378906,338.8800048828125,332.0199890136719,335.3900146484375,122820000,0.009895110374730898,0.009846474346139722,335.5199890136719,145340000.0,337.49599609375,351.08399658203126,357.1438323974609,0.010534557788964264,0.02066145441881255,0.9941678640858761,339.3900146484375
1990-08-14,339.3900146484375,339.3900146484375,340.9599914550781,337.19000244140625,338.8399963378906,130320000,0.0016232390405246377,0.001621923011994042,338.8399963378906,122820000.0,338.4080017089844,349.67749786376953,356.88966573079426,0.010616432700895097,0.011180607332291795,0.5835593151738374,340.05999755859375
