Price,raw_count,raw_mean,raw_std,raw_min,raw_25%,raw_50%,raw_75%,raw_max,scaled_count,scaled_mean,scaled_std,scaled_min,scaled_25%,scaled_50%,scaled_75%,scaled_max
volume,6270.0,1915008028.5964913,1734643780.6901286,130504900.0,410910000.0,1314450000.0,3236877500.0,7082146199.999993,6270.0,-7.252748817965935e-17,1.0000797543567084,-1.0288253244626024,-0.8671624708842152,-0.3462416505345996,0.7621016550884614,2.9790267781252897
vol_20,6270.0,0.009721402720265214,0.005250800430862857,0.0035279049640533928,0.006140259701668614,0.008428947573755289,0.01159763166522002,0.03230391559530471,6270.0,2.7197808067372257e-17,1.0000797543567086,-1.1796280959821765,-0.6820728910783986,-0.2461640358375427,0.3573509614569384,4.301118320186368
hl_range,6270.0,0.012936389675023446,0.008450921998022993,0.0030746297062173335,0.007166157250325418,0.010593433509867207,0.01602059346842838,0.04934608311941269,6270.0,1.3598904033686127e-16,1.0000797543567086,-1.1670379266825184,-0.6828476972362441,-0.27726477970878705,0.36498381748358477,4.308712976475965
