date,open,high,low,close,adj_close,volume,ret_1d,logret_1d,adj_close_lag1,volume_lag1,ma_5,ma_20,ma_60,vol_20,hl_range,close_pos_range
1990-03-27,-1.6541959927229535,-1.651868798851325,-1.648350225092957,-1.6454517455099502,-1.6454517455099502,-1.0281881976076006,0.97215760635849,0.971536936126809,-1.65431567365997,-1.022190623442984,-1.6528809186549824,-1.6536093640496534,-1.6551077345702985,-0.48653656644189575,0.03864126514395823,1.3235117539123316
1990-03-28,-1.6450909672640026,-1.64934142982327,-1.639903505576012,-1.6442756001330392,-1.6442756001330392,-1.0220250575479048,0.09711808852558922,0.10267837573475022,-1.645210063504255,-1.0134272505335682,-1.6518168234984945,-1.6524163436159458,-1.6558082331704949,-0.49433351358160366,-0.842954713119696,0.45208166530347177
1990-03-29,-1.6439146059013598,-1.6505348759174752,-1.6418673451190346,-1.647121851845023,-1.647121851845023,-1.0278538083433701,-0.34066961452518923,-0.3352779171911763,-1.6440336265992994,-1.0073833501205582,-1.6494155543202136,-1.6514664078838708,-1.6565198193187907,-0.4786209661268317,-0.7298070330183777,-0.33208200426973183
1990-03-30,-1.6467613802951233,-1.6520794069855964,-1.645558335256553,-1.649121313343015,-1.649121313343015,-1.0237315958619084,-0.24931883783868772,-0.24371072870452096,-1.6468805838041691,-1.013099330773087,-1.6481348783830498,-1.6509471902545512,-1.6571427050822884,-0.5094913639718498,-0.41120404917233755,-0.04308875699844447
1990-04-02,-1.648761208971496,-1.655519482678958,-1.6500064700903043,-1.6520381309061647,-1.6520381309061647,-1.0288253244626024,-0.35026948291621995,-0.34490609660800975,-1.6488805409033958,-1.009056871656808,-1.6476310798471208,-1.6503618869767276,-1.6576772856248279,-0.5223385277995438,-0.2606830315727221,0.3016675821137726
1990-04-03,-1.651678562175042,-1.6465799565347399,-1.644398934876293,-1.6404178088393875,-1.6404178088393875,-1.015100893645478,1.2454796384652738,1.241168737443929,-1.6517980814504025,-1.0175262475395854,-1.6466234827752622,-1.6496880805711382,-1.6580792107540094,-0.4863099717137599,0.23704357869388307,1.2529630912977872
1990-04-04,-1.6400561061681798,-1.645737523997654,-1.6403767390624806,-1.6464161933333632,-1.6464161933333632,-1.0120913902674038,-0.6804787282487489,-0.6767360688768171,-1.6401748790851198,-1.0005931495630045,-1.647051945742089,-1.6491995451784953,-1.6584169864114386,-0.44931529744660054,-0.23763400271841706,-1.0996080637309629
1990-04-05,-1.6460555921972975,-1.6487095340036586,-1.639832527773571,-1.647262983547355,-1.647262983547355,-1.0209469404373688,-0.12339209570171591,-0.11764261440972197,-1.6461747503828,-0.9976418717186721,-1.6470801947844036,-1.6491452606672672,-1.6586775443960093,-0.5103156852530362,-0.7596286663386514,-1.517396220089076
1990-04-06,-1.6469025379146887,-1.6513305304525443,-1.6438311124567648,-1.6487920299663126,-1.6487920299663126,-1.0247981823081609,-0.1979896281115151,-0.19230195353366353,-1.647021750488443,-1.0063260915824546,-1.647014285141933,-1.648891552421245,-1.659012152700461,-0.5433870969132087,-0.556766983324535,-0.4358710996894718
1990-04-09,-1.6484318651256438,-1.6510965690256627,-1.6416070450398892,-1.6457575547937418,-1.6457575547937418,-1.0288253244626024,0.30096399435577614,0.3058568991859692,-1.6485511759080935,-1.0101028226169642,-1.6457571596525584,-1.6485729433220089,-1.6589551306792476,-0.5372659640305592,-0.8519423963989474,0.6217418336425902
1990-04-10,-1.6453968327061936,-1.649739221382406,-1.639856211109482,-1.6441109225515798,-1.6441109225515798,-1.0256456861330208,0.14844605981301875,0.15388277879044285,-1.6455159485881852,-1.0228351553859991,-1.646496376453637,-1.6478566571436684,-1.6587543656965764,-0.5901374651070118,-0.908995978971875,0.7584516389688736
1990-04-11,-1.643749898078734,-1.6483585204465394,-1.638341921717017,-1.6444637518074097,-1.6444637518074097,-1.0227284280692173,-0.06939998498806425,-0.06364549740397074,-1.6438689081996432,-1.010933929596115,-1.6461055740869663,-1.6472607339226573,-1.6587080348511707,-0.5913010876063255,-0.9275072994732739,-0.5229786856618076
1990-04-12,-1.6441027921276468,-1.6441695682201256,-1.636804021193933,-1.6387712483834422,-1.6387712483834422,-1.0219270469014925,0.5884144599452766,0.5915665775752971,-1.6442218249103278,-1.008073112375364,-1.644405861109608,-1.6465208490709669,-1.6584332207570704,-0.567824417880697,-0.5340797304487455,0.8586684397189627
1990-04-16,-1.6384092433401198,-1.63829575091954,-1.6316224249998603,-1.6378303464391568,-1.6378303464391568,-1.0217310256086678,0.07064278480344358,0.07625508569154438,-1.638527910500588,-1.0072872357080034,-1.6422117611541618,-1.6461868988533923,-1.6581738506809232,-0.6545874283627889,-0.4303803659708343,-1.0564368384164127
1990-04-17,-1.6374681686098855,-1.643233508262209,-1.6364491321817278,-1.6379714781414887,-1.6379714781414887,-1.0288253244626024,-0.0462550325172012,-0.04050860305808202,-1.6375867753374256,-1.0070950068828937,-1.6406532933883768,-1.6460511947777248,-1.6579548706996137,-0.670220970958544,-0.4480263618069466,0.8387716011902246
1990-04-18,-1.6376093262294507,-1.6429059194144968,-1.6410629059562722,-1.6472865294264825,-1.6472865294264825,-1.0192404021233652,-1.0365369604246724,-1.0359581803929678,-1.6377279420216995,-1.0154739221420899,-1.6412889255780378,-1.6461514990427666,-1.6575454217476016,-0.5912162061917269,0.2853869158274645,-1.303756748492477
1990-04-19,-1.6469260881177492,-1.6536941407651415,-1.647025257977196,-1.6534730655948287,-1.6534730655948287,-1.0158965094810606,-0.7065907391863834,-0.7030300340533236,-1.6470453022038254,-1.0046525700462048,-1.643092237535604,-1.646346205203611,-1.6572888226521398,-0.5684624057247017,-0.4336882704929081,-1.1761834568099743
1990-04-20,-1.653113760373154,-1.6588425776588789,-1.6569152168788728,-1.6604593720051282,-1.6604593720051282,-1.0035990560223789,-0.7998599841551228,-0.7970137955781555,-1.6532333718125336,-1.0013733724413911,-1.6474333509197088,-1.6464134684450016,-1.657096374236883,-0.6177120966734729,0.2828368015879653,-0.6558902272971472
1990-04-23,-1.6601013497392278,-1.6667991944263667,-1.6647704306403783,-1.670033212601875,-1.670033212601875,-1.025570736815176,-1.0939532715548785,-1.094023072464216,-1.6602214099001307,-0.9893138405602402,-1.6538791041689993,-1.6471415557606177,-1.656899569351773,-0.5341023678683661,0.27240326346736377,-1.0836364479602103
1990-04-24,-1.6696769484629959,-1.6718305791898664,-1.665669530941493,-1.6716562989649095,-1.6716562989649095,-1.0248731316260056,-0.21344087801185552,-0.2077739757438261,-1.669797623539432,-1.0108604303394555,-1.6606214867313847,-1.647999448383864,-1.6567190000207468,-0.5368332116375922,-0.3608039559158125,-1.058257941793967
1990-04-25,-1.6713003328873948,-1.6723688475886471,-1.664131630418409,-1.6677279418200917,-1.6677279418200917,-1.0271100804970643,0.4114045402318162,0.41573905629190483,-1.6714211122125917,-1.0101763218736237,-1.6647130573291826,-1.6491169480211694,-1.6564485423964999,-0.6273101638887235,-0.6783366028463627,0.43604765722586936
1990-04-26,-1.6673712543444321,-1.6699818125666428,-1.663398096852795,-1.6656343685918062,-1.6656343685918062,-1.0225842947656696,0.20357768331656,0.20884830601746898,-1.6674917813562753,-1.0123699919954645,-1.6671472741443034,-1.6501884243034601,-1.6560549326262797,-0.6208043161382027,-0.4250451870888876,0.5147977820218707
1990-04-27,-1.6652772966552163,-1.6704264535445927,-1.6680355539632505,-1.6745966624071869,-1.6745966624071869,-1.028753200157507,-1.0326319666680894,-1.0320104750626395,-1.6653976891995292,-1.0079317676510184,-1.6699770062894108,-1.6515667157501142,-1.6560537447178565,-0.548969237228156,0.21877794359044883,-1.4065648257914163
1990-04-30,-1.6742412362940016,-1.6757152958611778,-1.6702832325107448,-1.6706212852903306,-1.6706212852903306,-1.0288253244626024,0.41840063108639153,0.42269512757630007,-1.6743622044749806,-1.0139813218530023,-1.6700947154219854,-1.6526452755957313,-1.6559741524366038,-0.5173510834059301,-0.24914432147597093,0.896119004021592
1990-05-01,-1.6702651291443171,-1.6721582394543755,-1.6630905745124123,-1.667210434982802,-1.667210434982802,-1.0181507543485453,0.3526098334960653,0.35725880043120484,-1.6703858419919098,-1.0184365075643698,-1.6692048274827016,-1.6534064039349985,-1.655921486885243,-0.49998164398915823,-0.8046810748154268,0.4735533337775909
1990-05-02,-1.6668536524728934,-1.668296876075674,-1.659896428991981,-1.6619648007587413,-1.6619648007587413,-1.0224228654656962,0.5564010092827201,0.5597931431356552,-1.6669741462459344,-1.0035840039301536,-1.668051272235954,-1.6544873225675902,-1.6558173424824922,-0.6360344830326402,-0.7007409901851459,1.3235117539123316
1990-05-03,-1.6616070549477229,-1.6623528560636645,-1.654407238252233,-1.6594008124514217,-1.6594008124514217,-1.020145559269644,0.254186759435082,0.2592745206448712,-1.6617272118003885,-1.0077734615597516,-1.666803558304421,-1.6551387042915147,-1.655583314855522,-0.6532016972281633,-0.6286707813697061,-0.3680970427694275
1990-05-04,-1.6590191173894284,-1.6589829830817266,-1.6527509932548858,-1.652767335296952,-1.652767335296952,-1.0230339906727381,0.7044670653235361,0.7066524268975738,-1.6591625879640663,-1.005540214915094,-1.6624341815092112,-1.6554148336180001,-1.655399576963066,-0.5911941536537133,-0.3692839894128098,1.2602361001903435
1990-05-07,-1.6524079004759287,-1.6528750615206655,-1.6457949519997874,-1.647733470412606,-1.647733470412606,-1.0275251844112816,0.5224579580101942,0.526091963090989,-1.652527466587154,-1.0083727631909762,-1.6578529368966413,-1.65536173030086,-1.6550998155836287,-0.562450296326514,-0.4948703216371384,0.7807850191436144
1990-05-08,-1.6473731111795056,-1.650628503338306,-1.6409208781460976,-1.6442520542539116,-1.6442520542539116,-1.0209123484445173,0.34935829819259523,0.3540235139715986,-1.6474923539720294,-1.0127770648015795,-1.6532575677629142,-1.6552862059032563,-1.6547675830960231,-0.559206899223915,-0.8838295156740196,1.291540670063921
